"","x.values","f.values","var","inter","data_func","datapoints","decay","technique","average_area"
"3104",0.285714285714286,-0.37542100459907,1,1,"data2",1000,0.001,"me",0.224521923789349
"3105",0.306122448979592,-0.376894166785055,1,1,"data2",1000,0.001,"me",0.224521923789349
"3106",0.326530612244898,-0.32220663304809,1,1,"data2",1000,0.001,"me",0.224521923789349
"3107",0.346938775510204,-0.300731064335346,1,1,"data2",1000,0.001,"me",0.224521923789349
"3108",0.36734693877551,-0.296495226028038,1,1,"data2",1000,0.001,"me",0.224521923789349
"3109",0.387755102040816,-0.218270887883755,1,1,"data2",1000,0.001,"me",0.224521923789349
"3110",0.408163265306122,-0.175841263283773,1,1,"data2",1000,0.001,"me",0.224521923789349
"3111",0.428571428571429,-0.118703524879695,1,1,"data2",1000,0.001,"me",0.224521923789349
"3112",0.448979591836735,-0.0905148395900689,1,1,"data2",1000,0.001,"me",0.224521923789349
"3113",0.469387755102041,-0.0524187535631664,1,1,"data2",1000,0.001,"me",0.224521923789349
"3114",0.489795918367347,0.000832167038231413,1,1,"data2",1000,0.001,"me",0.224521923789349
"3115",0.510204081632653,0.0520508464776652,1,1,"data2",1000,0.001,"me",0.224521923789349
"3116",0.530612244897959,0.125696434892846,1,1,"data2",1000,0.001,"me",0.224521923789349
"3117",0.551020408163265,0.115402281899496,1,1,"data2",1000,0.001,"me",0.224521923789349
"3118",0.571428571428571,0.146840214515017,1,1,"data2",1000,0.001,"me",0.224521923789349
"3119",0.591836734693878,0.226948969967197,1,1,"data2",1000,0.001,"me",0.224521923789349
"3120",0.612244897959184,0.231287014436196,1,1,"data2",1000,0.001,"me",0.224521923789349
"3121",0.63265306122449,0.24345382581357,1,1,"data2",1000,0.001,"me",0.224521923789349
"3122",0.653061224489796,0.277221583564341,1,1,"data2",1000,0.001,"me",0.224521923789349
"3123",0.673469387755102,0.341101143806929,1,1,"data2",1000,0.001,"me",0.224521923789349
"3124",0.693877551020408,0.378242392906032,1,1,"data2",1000,0.001,"me",0.224521923789349
"3125",0.714285714285714,0.412619514899413,1,1,"data2",1000,0.001,"me",0.224521923789349
"3126",0.73469387755102,0.455235007678362,1,1,"data2",1000,0.001,"me",0.224521923789349
"3127",0.755102040816326,0.496734657057998,1,1,"data2",1000,0.001,"me",0.224521923789349
"3128",0.775510204081633,0.520793286025899,1,1,"data2",1000,0.001,"me",0.224521923789349
"3129",0.795918367346939,0.533763350634647,1,1,"data2",1000,0.001,"me",0.224521923789349
"3130",0.816326530612245,0.600131788460629,1,1,"data2",1000,0.001,"me",0.224521923789349
"3131",0.836734693877551,0.639206277215266,1,1,"data2",1000,0.001,"me",0.224521923789349
"3132",0.857142857142857,0.645264926044413,1,1,"data2",1000,0.001,"me",0.224521923789349
"3133",0.877551020408163,0.692372159676572,1,1,"data2",1000,0.001,"me",0.224521923789349
"3134",0.897959183673469,0.726216371844949,1,1,"data2",1000,0.001,"me",0.224521923789349
"3135",0.918367346938775,0.76265781470881,1,1,"data2",1000,0.001,"me",0.224521923789349
"3136",0.938775510204082,0.79424863242129,1,1,"data2",1000,0.001,"me",0.224521923789349
"3137",0.959183673469388,0.862171623860811,1,1,"data2",1000,0.001,"me",0.224521923789349
"3138",0.979591836734694,0.881584127103092,1,1,"data2",1000,0.001,"me",0.224521923789349
